ilkHamle,ikinciHamle,ucuncuHamle,dorduncuHamle,besinciHamle,altinciHamle,yedinciHamle,sekizinciHamle,dokuzuncuHamle,onuncuHamle,sonuc 
e3,Nf6,b4,O-O,f4,Nd6,d3,b6,e4,Nb7,0
e4,b5,f3,f6,b3,e6,Ned3,e5,Be2,d5,0
e4,b6,e5,e6,b4,Ne7,Be2,Bd5,c4,Bb7,0
Nb3,d5,h4,e5,h5,c5,h6,gxh6,d3,Qd6,1
c4,c6,d4,d5,e4,dxe4,Qxe4,Nf6,Qh4,e5,0
Nf3,e5,e4,Nf6,Nc3,Bc5,Bc4,Qe7,a3,O-O,1
e4,e5,Qe3,Nf6,Nf3,b6,Nc3,O-O-O,Bd3,h5,1
Nc3,d5,O-O,c5,g3,e6,d3,O-O,Bd2,Bc6,0
c4,O-O,d4,d6,O-O,Nb6,b3,Nc6,Bc3,f6,1
Nf3,Ne6,d3,c5,Ng3,Nf6,e4,O-O,O-O,b5,0
Nf3,Nf6,b4,Ng6,e4,a5,b5,O-O,Ng3,d6,1
O-O,c5,b3,Ne6,e3,c4,f4,b5,Rf2,O-O,0
O-O,O-O,c4,b6,Ne3,Ng6,b3,Ne6,d4,c5,1
d4,d5,Nab3,Bb5,Nd3,O-O,O-O,e6,e3,Be7,1
d4,O-O,c4,Nab6,c5,Nd5,e4,Nf6,f3,d5,1
Nbc3,g6,f4,f5,g4,fxg4,Qxg4,Bf7,Ne3,Nbc6,0
Nbc3,f5,f4,Nbc6,g4,fxg4,Qxg4,Ne6,Bd5,h5,0
Nc3,e5,f4,Nb6,fxe5,g6,O-O-O,Qxe5,e4,f5,1
f4,Nc6,e4,Nb6,Nc3,O-O-O,Nb3,f6,d4,e6,0
Nhg3,c5,c3,Nhg6,a4,d5,Ne3,e6,f3,f5,-1
c4,Nhg6,d4,c5,dxc5,Rxc5,Bb4,Rc8,Nhg3,a5,-1
O-O,O-O,Ng3,c5,f4,d5,f5,Nc6,Nc3,Qd8,1
c4,O-O,O-O,c5,b3,f5,Bb2,f4,f3,Ng6,-1
e4,c5,b4,d6,Ne3,Bd7,bxc5,dxc5,Nb3,Ne6,0
c4,e5,Ne3,d6,b3,Ng6,Bc2,Be6,O-O,c6,0
d4,c5,d5,Ng6,c4,e6,h4,exd5,cxd5,f6,1
d4,c6,c4,h5,f4,Bc7,Nc3,f6,Bd3,d5,1
d4,c5,d5,c4,e4,Ng6,b3,O-O,Ng3,b6,1
c4,c5,b3,b6,Ng3,Ng6,h4,Bxg3,fxg3,d5,1
g3,Nd6,b3,b6,Bxa8,Rxa8,d3,Nh6,Qg5,O-O,1
b3,b5,Qa3,a6,Nd3,d6,Qa5,Nef6,Nb4,g6,-1
g4,b5,Bxa8,Rxa8,b3,Ne6,c4,c6,Qc2,O-O,1
g4,g5,Nd3,Ng6,Ne3,e6,c4,b6,Bxa8,Rxa8,0
e3,e6,Bf3,Qd6,Ng3,f5,O-O-O,O-O,Nh5,Nc6,-1
e3,e6,Qd3,Ng6,O-O,b6,Ng3,Bb7,Be2,f5,1
e4,Ng6,b4,f5,exf5,Qxf5,Qd3,Qe6+,Qe3,Qxe3+,-1
e4,Ng6,b4,e6,Ng3,b6,Nd3,Nd6,Qe2,Qe7,-1
e4,f6,d4,e5,d5,c6,Ne3,cxd5,Nxd5,Bxd5,-1
f4,f6,e4,e5,fxe5,fxe5,Be3,Ng6,Nc3,c6,0
f3,Nb6,e4,f6,Nc3,O-O-O,O-O-O,e5,Nb3,Nc6,0
Nc3,d5,Nxd5,f5,Nc3,O-O-O,Nb3,Nc6,e4,fxe4,1
f3,c5,c4,f5,e4,fxe4,Qxe4,Ne6,b3,Nd6,0
f4,b5,b3,f5,Ne3,Qg6,Nd3,d6,h4,Qh5,1
d4,d5,e4,dxe4,Qxe4,g5,g3,c6,f4,gxf4,1
d4,f5,e4,fxe4,Qxe4,d5,Qe3,Nc6,f4,g5,1
e4,e5,Nf3,Nd6,b4,f6,d3,Ne7,Be2,Ng6,-1
e4,b5,Nf3,Nf6,Ne5,Qg8,f3,d6,Ned3,e5,-1
d4,d5,Nf3,g6,Ne5,Be6,Qd3,Nd7,Nf3,Nb6,-1
Nf3,e5,d4,exd4,Qxd4,Ne6,Qd3,Nf6,Be3,d5,1
f4,c5,e4,b5,Bf3,Nf6,b3,O-O,Nh3,Ba5,1
e3,Nf6,b4,b6,Nf3,d6,O-O,e5,d3,Bb7,-1
e4,b5,f3,f6,d4,e6,Nb3,f5,e5,Ne7,-1
e4,f6,b3,b5,f3,Qf7,Be2,Bc6,Qe3,e6,-1
d4,d5,c4,dxc4,Bf4,b5,b3,Nb6,e4,Nf6,-1
c4,c6,d4,d5,e4,dxe4,Qxe4,Nf6,Qh4,e5,1
Nf3,e5,e4,Nf6,d4,Nc6,d5,Nd4,O-O-O,Bc5,0
e4,e5,Nf3,Nc6,Qe3,g6,Bb5,Bh6,Qe2,Nf6,-1
d4,d5,g4,e6,b3,Nd6,c4,dxc4,e4,cxb3,1
c4,g5,Nc3,Nc6,Qb1,Rg6,O-O,d6,Nd5,Qb8,-1
Nf3,Ne6,d3,c5,e4,Nf6,Ne3,b5,a4,b4,-1
Nf3,d6,Ng3,Nf6,c4,h5,h4,Bg4,b4,c6,0
c4,Ng6,b3,c5,Ng3,b6,e3,O-O,d4,d5,1
O-O,c5,c4,b6,Ng3,O-O,Ne3,e6,b3,f5,0
d4,d5,e3,Bb5+,Be2,Bxe2+,Nxe2,O-O,O-O,Re8,-1
d4,g5,e3,d5,Be2,Nd6,O-O,c6,Nd3,Qf6,-1
g4,g6,f4,f5,Nbc3,fxg4,Qxg4,Bf7,e3,Bf6,1
Nbc3,f5,f4,Nbc6,g4,fxg4,Qxg4,h5,Qg1,g6,1
e4,Nb6,f4,f6,Nb3,e5,g3,Nc6,Nc3,O-O-O,0
f4,Nc6,e4,e5,fxe5,f6,Nc3,fxe5,Nb3,Nb6,1
c4,c5,Be4,f6,Nhg3,Bc7,Qb1,Nhg6,b4,d6,-1
c4,Nhg6,d4,c5,dxc5,Rxc5,Bb4,Rc8,Nfg3,a5,1
f4,O-O,e4,c5,O-O,b6,Qe2,Bb7,c3,Nc6,1
c4,O-O,O-O,f5,f4,e5,Ne3,exf4,Rxf4,d5,-1
e4,c5,d3,d6,Nc3,f5,Qg5,fxe4,Nxe4,Nf6,-1
e4,d6,Nc3,f5,exf5,Qxf5,f4,Qxf4+,Bf3,Bc4+,1
e4,O-O-O,Qe3,b6,O-O-O,g6,Nf3,Nc6,d4,Bg7,1
Nc3,d5,Nxd5,b5,g3,Qd7,e4,e6,Nf4,g5,0
c4,Ng6,f3,f6,Ng3,Nh4,Kf2,c6,c5,Nc7,1
Ng3,f5,f4,c5,c4,d5,cxd5,Bxd5,Bxc5,Bxg2,0
d4,f5,g4,fxg4,Rxg4,g5,Qg2,Bf6,d5,Bh5,1
Nbc3,e6,g4,d5,f4,d4,Ne4,f5,Nef2,g6,0
Ng3,b5,b4,Ng6,e4,e5,d4,Nd6,dxe5,Nxe4,1
b3,b5,e3,Ng6,O-O,Qa6,Be2,e5,a4,Nd6,1
d4,d6,Nf3,h6,c3,Bd7,Qd3,e6,e4,g5,1
d3,Nf6,h3,e5,g4,d6,Ng3,Be6,e4,Ng6,1
d4,a6,e4,e6,Bd3,b5,Qe3,Nb6,b3,d5,1
e3,d5,a3,e5,b4,Bd6,Nb3,O-O,Bd3,Qe7,-1
e4,Nc6,O-O-O,e5,Nc3,f6,f4,exf4,d4,O-O-O,-1
e4,e6,Nc3,Nc6,O-O-O,O-O-O,f3,d5,exd5,exd5,0
e4,Nc6,d3,e5,c4,d6,Nc3,Bh4,Nc2,Nb6,1
Nb3,e5,e4,c5,d3,d6,Nc3,Nc6,f4,Bh4,-1
c4,Nf6,Nf3,c5,b3,Ng6,d4,cxd4,Qxd4,Bc7,1
d4,c5,dxc5,b6,Nf3,g5,cxb6,axb6,h3,f5,1
O-O,d6,d4,O-O,f4,g6,Nb3,Nb6,e4,a5,-1
Nb3,c5,O-O,c4,Nd4,e5,Nb5,O-O,Ne3,d6,-1
Nb3,f5,f4,Nb6,g3,g6,d3,d6,e4,c5,0
f4,Nb6,Nb3,f5,g3,g6,d3,e5,c3,exf4,-1
g4,d6,d4,Bc6,Bxc6,Nxc6,d5,Ne5,f4,Nd7,0
g4,g5,Nb3,e6,d4,Nb6,Nc3,Nc6,e3,d5,0
c4,c5,d4,cxd4,Rxd4,Be5,Rh4,g6,Nd3,Bf6,-1
d4,d5,Nf3,c6,c3,O-O,O-O,f6,Nb3,Nd6,0
Nc3,f5,f4,Nc6,Qf3,Nb6,Nb3,Bxb3,cxb3,e6,0
Nc3,f5,f4,Nc6,e3,Nb6,Bf3,Qf6,O-O-O,Nb4,1
e4,Nc6,d4,e6,d5,exd5,exd5,Ne5,Nc3,Be7,1
e3,d5,d4,e6,Nb3,Nc6,Nc3,Nd6,a3,Be7,-1
g4,d6,d4,Nb6,c4,g5,Nb3,Ba4,Bd2,Ne6,1
Nb3,d6,d3,g5,Bc3,Qg4,Bxh8,Rxh8,Ne3,Qh5,-1
Ngf3,Nh6,b4,Nd6,c4,b6,d3,Ng4,Bd4,Nf5,-1
e3,Ngf6,Nh3,e6,Nd3,Nd6,b4,Be7,f3,b5,-1
g4,g6,Qh3,Ne6,Nd3,Nd6,Nc3,Bxc3,dxc3,b5,-1
g3,g5,Ne3,Qh6,Nd3,Nd6,O-O-O,b5,Bxa8,Rxa8,1
c4,d6,d4,Nab6,e4,e6,Be2,Ne7,O-O,Ng6,0
Nab3,e5,e3,d5,Nd3,Bd6,f4,e4,Ndc5,b6,-1
d4,Nb6,a4,d5,a5,Nc4,e4,e6,Qe2,Bb5,0
c4,f5,d4,c6,Nb3,e6,e3,d5,c5,Bh5,-1
e4,g5,f4,gxf4,Qxf4,Qh6,Qxf7,Nc6,Qb3,Nf6,1
g3,Nf6,O-O-O,e5,Nc3,Nc6,e3,O-O-O,Qh3,Kb8,1
e4,e5,f3,f6,d4,g6,b3,Bh6+,Kb2,a6,1
f4,f5,Ng3,Ng6,Nxf5,Nxf4,e4,g6,Nd4,e5,-1
Nc3,d5,d4,Na6,g4,c6,e4,dxe4,Bxe4,g6,0
g4,d5,d4,g5,h3,b6,Na3,Bf6,Ng3,Ne6,0
d4,g6,f4,Nf6,g3,Ne6,c3,d6,Ne3,Ba4,-1
c4,g6,Nf3,c5,Nc3,f5,d3,Qg7,Bd2,e6,-1
d4,g5,d5,c6,c4,Qd4,Nfe3,Bf4,Bd2,cxd5,1
g4,c5,c3,Ng6,d4,Nf4,Qe4,f6,dxc5,Bg6,-1
c4,c5,b3,Be5,Nc3,d6,Bb2,Bd7,Nd3,Bd4,-1
c4,c5,Nf3,Nf6,d4,cxd4,Nxd4,Nc6,f3,Be5,0
e4,Ne6,f3,c5,Bf2,g5,c3,Nd6,Nd3,c4,0
Nd3,c5,c4,f5,h4,Nf6,Ba4,d6,Qh3,g6,1
b3,b5,Bb2,f6,a4,b4,c3,bxc3,Nxc3,Bb7,-1
b3,b6,c4,Bb7,f3,c5,Ng3,Ng6,Bb2,f6,1
f4,g6,g4,f5,gxf5,gxf5,Ng3,e6,d3,d5,0
f4,Nc6,Nc3,d6,d4,f5,Qd2,g6,g3,e6,1
g4,f5,gxf5,Rxf5,e4,Rf8,Nab3,g6,f4,e5,-1
f4,f5,b3,g6,Bf2,Nab6,c4,d5,c5,Nd7,1
f4,b6,Ng3,f5,Bd4,Bd5,b3,Ng6,e4,fxe4,-1
f4,b6,Ng3,f5,Bd4,c5,Bc3,Bd5,b3,Ng6,-1
b3,O-O,g3,c5,O-O,d5,c4,dxc4,bxc4,Nc6,0
c4,g6,Nc3,b6,O-O,Nd6,d4,Nxc4,Nb5,c6,0
Nb3,c5,d3,d6,Bc3,b5,a3,Qg4,Ne3,Qh5,1
d3,d6,g4,Bc6,Bxc6,Nxc6,c4,Nb6,b4,g6,-1
b3,b6,Ncd3,g6,Bxh8,Qxh8,g3,Ncd6,Bxa8,Rxa8,0
b3,b6,f4,Ncd6,g4,Bxh1,Qxh1,g6,Bxh8,Qxh8,1
c3,e5,f3,c6,Ng3,h5,Bb3,Ne6,Nd3,Bh7,1
Nd3,f6,e4,c6,Bh5+,g6,Be2,Bc7,c3,d5,0
c4,O-O,O-O,Nf6,b3,d5,Ba3,Rfe8,Nf3,c6,-1
c4,Ng6,Nf3,Nf6,Ng3,O-O,b3,c6,e4,Bxg3,0
Nd3,b5,e3,Ne6,Bg4,h5,Bxe6,dxe6,b3,h4,1
c4,Ng6,b4,e6,Ne3,b5,cxb5,Rxb5,Nd3,Be7,1
f4,f5,d3,d5,Nf3,c5,g3,e6,c4,Bd6,1
f4,f5,Nc3,g6,e4,fxe4,Bd4,Bg7,Bxg7,Nxg7,-1
c3,d5,d4,c6,Bc2,Ngf6,Ngf3,Bc7,O-O,Bg4,-1
e4,c6,d4,d5,e5,f6,Ngf3,g5,Nd3,Bb6,1
g3,b6,Bxa8,Qxa8,Ngf3,Nd6,b3,Nf6,Ng2,g6,-1
Ngf3,g6,b4,Bxa1,Qxa1,Ngf6,Nd3,b6,O-O,d6,0
d3,f5,Bc3,Nf7,e4,fxe4,dxe4,Nd6,Nhg3,c6,1
f4,d5,c4,dxc4,Rxc4,e6,Nhg3,Bb5,Rc1,Nhg6,1
c4,c5,Bxh7,Bxh2,b3,d5,cxd5,b6,d4,Bxg1,0
c4,O-O,O-O,Ng6,b3,Nf6,Nf3,b6,d4,d5,1
Nbc3,f5,f3,e6,Bg3,Nbc6,e3,Be7,Nf2,O-O,-1
d4,f6,e4,e5,d5,c6,Nbc3,b6,Ne3,Bc5,1
e4,c5,Nhg3,Ne6,Ne3,b5,c4,bxc4,O-O,Ng6,-1
b4,Nhg6,Ne3,e5,c4,b5,Qf5,Ne6,Bxe5,Nxe5,0
Ng3,Ne6,f4,c5,e3,f5,c4,g6,Nc3,Qc6,1
c4,Ng6,Ne3,e6,Qc3,f6,f4,c5,Bxg6+,hxg6,-1
f3,c6,Nd3,f5,c3,Bd5,Nb4,O-O,Nxd5,cxd5,1
f3,c6,c4,f6,c5,Bc4,Be3,e6,Qa4,b5,-1
d4,d5,Nf3,Nf6,Ne5,Bf5,Ng3,e6,Nxf5,exf5,1
e4,e5,b3,b6,Bc4,Nf6,Bb2,b5,Bd3,Ng6,-1
Ng3,d5,e3,Nf6,d4,e6,Bb4,Ng6,Nh3,a5,-1
b4,Ng6,e4,e6,Ne3,Bf6,d4,d6,b5,O-O-O,0
Nd3,b6,b3,Nd6,e3,e6,Bh5,Qe7,Qe2,O-O,0
e4,Nc6,Qd3,Nb6,a3,d6,b4,e5,O-O,Bg5,1
d4,d5,Qd3,Nb6,O-O-O,e6,Nf3,Qd7,Nb3,Qa4,1
Nb3,d5,d4,Qd6,e3,O-O-O,Bd3,f6,Nc5,Nh6,1
c4,g5,d4,Qg7,g3,Nf6,Nd3,O-O,O-O-O,Qh6,1
Nf3,Nf6,O-O,b6,d4,Nd6,b3,O-O,Ne5,c5,0
Nf3,Ng6,Ng5,e5,Nxf7+,Ke7,Ng5,h6,Nh7,Kd8,1
Nf3,b6,e4,Bb7,Ng3,Nf6,d3,O-O-O,b4,Ng4,-1
c4,Nb6,Nb3,c6,Ne3,Na4,O-O-O,f6,g3,Bh5,-1
Nb3,c5,c4,Be5,Be4,b6,Rc2,g6,g3,Ne6,1
Ngf3,d5,a4,Ngf6,a5,g6,a6,Ne4,Qg1,Bh6,1
e4,Ngf6,f3,c5,d4,cxd4,e5,Nd5,Bc4,Ne3,0
e3,Nb6,Qh5,h6,O-O-O,e6,Qa5,Qh4,Ng3,Bb4,-1
e4,e5,Nb3,Qg5,h4,Qxh4,Ng3,Qf4,Rh1,O-O-O,1
g4,Nc6,d4,e6,Nd3,d5,e3,Nb6,Nc3,O-O-O,1
e3,d5,d4,Nd6,Bd3,Nc6,Bc3,f6,O-O,e5,-1
b4,e5,Rb3,Nhg6,Nhg3,Ne6,Ne3,d6,Ra3,a6,-1
e4,Nfg6,Nhg3,e6,Qe3,b6,f4,Be7,b4,O-O-O,1
d4,g5,Ne3,Nc6,c3,d5,g3,e6,a4,f5,-1
d4,g6,Nc3,a5,g4,a4,f4,a3,bxa3,Nc6,1
b3,Nbc6,e3,g6,Bxh8,Rxh8,Ndc3,e5,g3,Ne6,-1
g3,g6,Qh3,h5,Nbc3,Nbc6,O-O,b6,e3,Ne5,1
Ne3,e5,a4,c6,a5,d5,a6,b5,c3,g5,1
g4,b6,e3,a5,d4,Bb7,Bf3,Bxf3,Qxf3,Ng6,1
b4,g5,Bxh8,Rxh8,Rb3,Qh6,g3,Qxh2,Ra3,a6,1
g3,g5,Qh3,Ne6,Ne3,Nf6,b4,g4,Qh4,O-O-O,-1
Nd3,g6,Re1,b6,O-O-O,f5,f4,Nd6,Bf2,Ne4,1
g3,Nd6,b3,Re8,f4,O-O-O,Bg2,f5,Qd4,Ne6,1
a4,f5,a5,Bd5,Ned3,Qf6,Nb4,g5,c3,Be4+,1
d4,a6,Nb3,f5,g3,Ka7,Nc5,Ncd6,Ned3,Nf6,1
d4,d5,Ne3,Ng6,b3,e6,O-O,c6,c4,Bc7,-1
c4,c5,Ne3,Ne6,Nd5,O-O,e3,d6,Bf5,Bc6,-1
e4,Nc6,f4,f5,exf5,Rxf5,Nc3,Rf8,Bf3,Rxf4,0
Nc3,f5,f4,e6,Nf3,Be7,e3,Nc6,Be2,Bh5,-1
g3,b6,Bxa8,Qxa8,b4,g5,Bxh8,Rxh8,Nfe3,Qe4,0
g3,g6,Nfe3,b6,Bxa8,Qxa8,O-O,d5,c3,Nfe6,-1
e3,e6,Be2,Ng6,O-O-O,Nc6,Nc3,d5,f4,d4,-1
Ng3,c5,e3,Nc6,Nc3,e6,Qe2,f5,O-O,Nf7,-1
d4,d5,h4,Bf5,h5,e5,dxe5,Nb6,Nc3,Qxe5,1
Nb3,d5,d4,Bf5,Na3,e6,Nc5,Bxc5,dxc5,O-O,1
Nf3,e6,c4,Nf6,e3,Nc6,Be2,Be7,Nc3,O-O,-1
e3,e6,Nf3,f5,Nc3,Nf6,Be2,Be7,d4,O-O,-1
f4,Nb6,c3,f5,Bb3,e5,fxe5,Ng6,O-O-O,Rxe5,1
Nb3,f5,f4,Nb6,Ng3,c6,e4,fxe4,Nxe4,Bc7,-1
a4,e5,a5,d5,a6,bxa6,Rxa6,Bb5,Ra3,Nge7,0
e4,a5,d4,a4,Bf3,f5,e5,c6,Bb4,Bb6,1
e4,e5,Nc3,Nc6,Nd3,Nb6,f4,f6,fxe5,fxe5,0
Nc3,Nc6,e4,e5,f3,Nd6,Bf2,f5,exf5,Nxf5,-1
O-O,O-O,c4,Ng6,b3,d5,Bxg6,fxg6,Ba3,Nd6,1
d4,O-O,Ng3,d5,O-O,c6,Nf3,f6,c3,Bxg3,0
O-O,Nab6,d4,d5,Nd3,O-O,Nb3,Nd6,g3,g6,0
Nab3,O-O,e4,d5,e5,f6,Nc5,Bb5+,d3,Qe8,1
e4,b6,Bd3,g6,Ne3,Bg7,f3,e6,O-O,f5,-1
g4,b5,Bg2,Bxg2,Qxg2,e6,Nd3,Bd6,b3,Ne7,0
f4,Nb6,c4,f6,b3,Ng6,Be3,e5,f5,Ne7,1
f4,c6,O-O-O,f6,Nb3,Nb6,e4,g5,fxg5,fxg5,-1
e4,e5,f3,Nd6,a4,f5,exf5,Nxf5,a5,Ng6,-1
e4,c6,Ng3,f6,f4,e5,Nd3,exf4,Nxf4,Ng6,0
f4,Nc6,Nc3,f5,Qf2,Qf7,O-O,O-O,d4,b6,-1
Nc3,Nc6,f4,f5,Qf2,Qf7,O-O,O-O,Nb3,d6,-1
d4,d5,Nf3,Nf6,c3,c6,O-O,O-O,Qb3,Ng6,0
c4,d5,cxd5,Qxd5,Nf3,Nf6,e4,Qd7,e5,Nd5,1
e4,a5,Bc4,Nc6,f3,a4,Nc3,Ng6,Be3,a3,1
e4,f6,Nc3,e5,b3,c6,a4,d5,a5,d4,-1
d4,c6,c4,h6,Nde3,Nde6,Qc3,Bh7,Nf5,Ng6,1
d4,c5,d5,Ng6,c4,f6,Nfe3,e6,Nc3,f5,1
Nc3,e6,e4,Be7,Bd3,Nc6,O-O,O-O,Qh5,g6,1
b3,e5,e4,b6,Bc4,Nd6,Bd3,f5,exf5,Qg5,-1
c4,Ng6,f4,f5,e4,fxe4,Qh5,Nb6,f5,e6,1
Ng3,c5,Nh5,Qb6,Nxg7+,Kd8,c3,f5,Nxf5,Qxb2,-1
Nf3,Nf6,c4,c5,e3,Ng6,Qc2,e5,Ng3,d5,-1
Nf3,Nf6,a4,c5,a5,d5,d3,e6,g3,Be7,-1
e4,f5,e5,Qf7,c3,O-O,d4,b6,Nf3,c5,-1
h4,e5,h5,d6,c3,c6,h6,gxh6,d4,Bg5,-1
c4,c5,Be4,Qc7,d4,cxd4,Nb3,f5,Bxf5,Ng6,1
Ne3,c5,c4,Be5,Be4,Bxb2,Rb1,Bxa1,Rxa1,b6,-1
c4,f5,b3,Qf7,f4,O-O,Qf2,Nb6,O-O,c6,0
Nc3,f5,Nb3,Qf7,h4,d5,d4,c6,h5,e5,-1
f3,b6,e4,f5,Nb3,Bb7,exf5,Nd6,d4,Nxf5,1
Nb3,d5,d4,Nb6,Nd3,Nd6,g3,g6,h4,Bg7,0
e4,Ne6,f3,c5,b4,cxb4,a3,bxa3,Qxa3,a5,1
b4,f6,Rb2,a5,b5,a4,c3,Qa5,Ne3,e5,-1
d4,d5,b3,Nf6,Nf3,O-O,O-O,c6,Ne3,b6,1
Nf3,Nf6,O-O,c5,e4,b6,e5,Nh5,d3,O-O,-1
e3,a6,d4,Ka7,Qd3,Nf6,Ng3,d5,Bb4,Bb5,1
a4,e6,a5,d5,a6,c5,axb7,Kxb7,e3,Qd6,-1
b4,b5,c4,bxc4,Qxc4,Nd6,Qg4,Ne6,Bb3,h5,-1
c4,b5,cxb5,Rxb5,Ne3,c5,Nd3,Be4,O-O,Ne6,-1
c4,O-O,Ng3,c5,Be4,Qb6,Qb3,Be5,d3,Bxb2,0
c4,Ng6,O-O,c5,f4,d5,cxd5,Qxd5,f5,Ne5,-1
g4,g6,c3,c5,Nc2,Ne6,f4,d6,d3,Bd7,0
g4,g5,d3,d6,Ne3,Bd7,Bd2,c5,O-O-O,Qg7,-1
Nd3,c5,f4,d6,f5,Nf6,Qf3,c4,Nb4,a5,1
a4,f5,a5,Nd6,a6,Nc4,Nf3,Qf6,c3,Qb6,-1
f4,Nhg6,g3,a5,d4,f5,e4,fxe4,Bg4,e6,1
a4,f5,Nfg3,d5,f4,c5,Ra3,Ba5,Rf1,Nf7,0
d3,d5,Qa5,Nb6,Nf3,g6,e4,dxe4,dxe4,Bg4,1
e4,d5,e5,Bf5,Nb3,e6,d3,Nb6,Nf3,Ne7,-1
e3,b5,Bd3,Ng6,Qe2,b4,Qh5,e5,b3,e4,1
b4,e5,e3,Qe6,Rb3,Nc6,Bc3,b5,Ng3,f5,-1
f4,Nb6,Nb3,g5,g4,gxf4,Bh4,f6,Rxf4,Ne6,0
f4,Nc6,Nc3,g6,O-O-O,f5,Nb3,Nb6,Bh4,a5,-1
c4,c5,Be4,Nfe6,Qb1,Ng5,Ng3,h5,d4,Nxe4,-1
b3,c5,Ng3,b6,c4,Bb7,Ne3,Nfe6,Bb2,f6,1
d4,g5,Nb3,Nc6,d5,Ne5,g4,Nb6,Qh3,d6,-1
Nb3,g6,Ne3,e6,g3,d5,Qh3,f5,O-O-O,Nb6,-1
e4,Nb6,c4,d6,f4,f5,exf5,Nxc4,Qa4,Nb6,-1
Nb3,Nb6,e4,e5,Nd3,f5,exf5,e4,Ndc5,Bxc5,-1
d4,Nd6,g3,g6,e4,f5,e5,Ne4,Qe2,d6,-1
Nc3,d5,g3,e6,Nd3,f5,f4,Nd6,a4,g6,-1
e4,Nhg6,Nhg3,e5,Nf5,Ne6,N1e3,Ne7,d3,a5,-1
Nhg3,e5,e4,Ne6,Ne3,g6,a4,Bg5,Ra3,h5,1
f4,Ng6,f5,Ne5,d4,Nc4,e4,f6,d5,Ned6,1
Ng3,c6,Nd3,f5,f3,e5,a4,d5,e4,f4,1
d4,f5,Nc3,Nc6,f3,Nf6,e4,fxe4,fxe4,d5,1
Nc3,Nc6,Nf3,d5,Nxd5,f5,Nc3,e5,e3,e4,1
d4,O-O,Nc3,e6,e4,Nc6,Nf3,Nf6,e5,Nd5,1
d4,d5,Nc3,Nf6,O-O,Nc6,Nf3,Bf5,Bf4,h6,-1
c3,Ng6,Nf3,e6,d4,c5,Qc2,cxd4,cxd4,Nf6,0
e4,e5,Nf3,b6,c3,Bb7,Ng3,h6,Bc4,Nf6,1
c4,Nhg6,Be4,e6,d4,f5,Bc2,c5,d5,f4,1
Nhg3,c5,Ne3,e6,c4,f5,Nc2,b6,f3,Nfg6,-1
c4,Nf6,d4,c5,dxc5,Qa5+,Bd2,Qxc5,Nf3,Ne6,-1
Nf3,d5,c4,dxc4,Ne3,Nf6,Nxc4,c5,b3,b5,1
f4,O-O,O-O,e6,b4,b6,e4,d5,Qg3,f6,-1
Ng3,e5,d4,b6,dxe5,Qxe5,Nd3,Qe6,b3,Ng6,1
g4,Nb6,c4,c5,f4,Ng6,f5,Ne5,b3,d6,1
Nb3,f5,Ng3,f4,Ne4,d5,Nec5,b6,Na6,c5,1
d4,Nb6,e4,d6,Nb3,Ng6,f4,e6,c4,O-O,1
Nb3,e5,d4,exd4,Nxd4,Bf6,Bc3,d5,e4,c5,0
e4,Ng6,h4,e5,h5,Nf4,Nc3,Nc6,Ne3,Nd4,0
Nc3,e6,f4,Nc6,e4,Be7,d4,O-O-O,Bf3,g5,1
d4,e5,d5,Nb6,e4,f5,O-O-O,fxe4,Qxe4,O-O-O,1
Nb3,e5,Nc3,c5,d3,f6,g3,d5,Bh3,Be6,-1
b4,Nf6,e4,b5,a4,bxa4,e5,Ng4,d4,Nxh2,-1
Nf3,b5,e4,Nf6,Bd3,e5,b4,d5,exd5,Qg4,0
d4,d5,g4,Ne6,e3,g6,Bg2,Nb6,Nd3,Bf6,1
a4,d5,d4,g5,Ne3,e6,g3,Nd6,Nb3,f5,-1
c4,Ne6,h4,c5,e3,h5,Qf5,Bc7,Bf3,Nb6,-1
Nb3,c5,Ne3,c4,Nd4,e5,Nf3,f6,h4,Bb6,1
d4,Nb6,e4,Nf6,e5,Nfd5,Be2,d6,c4,Nb4,1
Nf3,d5,d3,e5,e4,c6,exd5,cxd5,Nb3,Nf6,0
d4,Nf6,c4,b5,e4,bxc4,e5,Nd5,Qc2,Qb6,1
d4,c6,Nf3,d5,c3,Nf6,Ng3,h5,h4,Bc7,-1
d4,Nb6,c4,c5,Ba5,d6,dxc5,Rxc5,b4,Rh5,1
Nb3,O-O-O,c4,Nf6,c5,g6,Nf3,d6,d3,Ba4,-1
c4,Ng6,d4,Nb6,Bb4,d6,Nb3,Bd7,Ng3,Na4,1
d4,d5,Bb4,Ng6,Nb3,b6,c4,c5,dxc5,Nf4,1
c3,Nd6,f4,Ne6,Qa4,b5,Qa5,Nxf4,g3,Nxe2,0
g3,f5,Ne3,c6,a4,Qa5,c3,g6,Nd3,e5,-1
g4,Nc6,d4,Nxd4,Bxb7,Rb8,Qg2,Nb6,e3,Nb5,0
Nb3,g5,Nc3,Nb6,O-O-O,d5,f4,Bc6,Kb1,O-O-O,0
Nf3,b5,d3,d6,a4,b4,e4,e5,Be2,f5,1
Nf3,Nf6,Nc3,a6,e4,b5,d3,b4,Nd1,e5,1
c4,c5,Nf3,Nf6,Ne3,Ng6,b3,b6,d4,cxd4,1
